side,firstblood,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,firstdragon,firstherald,firsttower,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,golddiffat20,xpdiffat20,csdiffat20,killsat20,assistsat20,deathsat20,firstbaron,golddiffat25,xpdiffat25,csdiffat25,killsat25,assistsat25,deathsat25,result
0,0.0,-2754.0,-2268.0,-37.0,0.0,0.0,4.0,0.0,0.0,0.0,-4357.0,-4713.0,-56.0,0.0,0.0,6.0,-5994.0,-6994.0,-93.0,6.0,14.0,13.0,0.0,-13109.0,-10997.0,-144.0,6.0,14.0,24.0,0
1,1.0,-276.0,-227.0,-10.0,4.0,6.0,4.0,0.0,1.0,1.0,-290.0,306.0,6.0,7.0,10.0,9.0,3514.0,3804.0,33.0,11.0,22.0,9.0,1.0,9103.0,10207.0,82.0,15.0,29.0,9.0,1
0,0.0,276.0,227.0,10.0,4.0,5.0,4.0,1.0,0.0,0.0,290.0,-306.0,-6.0,9.0,9.0,7.0,-3514.0,-3804.0,-33.0,9.0,9.0,11.0,0.0,-9103.0,-10207.0,-82.0,9.0,9.0,15.0,0
1,1.0,2048.0,886.0,26.0,3.0,2.0,1.0,0.0,1.0,1.0,3121.0,-822.0,5.0,5.0,6.0,3.0,5669.0,1972.0,12.0,9.0,19.0,4.0,0.0,7097.0,1522.0,-22.0,13.0,28.0,6.0,1
0,0.0,-2048.0,-886.0,-26.0,1.0,0.0,3.0,1.0,0.0,0.0,-3121.0,822.0,-5.0,3.0,3.0,5.0,-5669.0,-1972.0,-12.0,4.0,7.0,9.0,0.0,-7097.0,-1522.0,22.0,6.0,11.0,13.0,0
1,1.0,1071.0,1199.0,-6.0,6.0,17.0,3.0,0.0,1.0,1.0,2049.0,1318.0,-15.0,8.0,20.0,3.0,4028.0,3570.0,-1.0,15.0,36.0,7.0,1.0,7669.0,12005.0,20.0,19.0,45.0,7.0,1
0,0.0,-1071.0,-1199.0,6.0,3.0,6.0,6.0,1.0,0.0,0.0,-2049.0,-1318.0,15.0,3.0,6.0,8.0,-4028.0,-3570.0,1.0,7.0,16.0,15.0,0.0,-7669.0,-12005.0,-20.0,7.0,16.0,19.0,0
1,1.0,871.0,-432.0,-32.0,5.0,6.0,2.0,1.0,1.0,0.0,456.0,-611.0,-7.0,9.0,9.0,8.0,451.0,963.0,1.0,12.0,13.0,11.0,1.0,-2070.0,-6403.0,-32.0,15.0,20.0,19.0,1
0,0.0,-871.0,432.0,32.0,2.0,1.0,5.0,0.0,0.0,1.0,-456.0,611.0,7.0,8.0,10.0,9.0,-451.0,-963.0,-1.0,11.0,14.0,12.0,0.0,2070.0,6403.0,32.0,19.0,37.0,15.0,0
1,1.0,466.0,746.0,17.0,2.0,2.0,1.0,0.0,0.0,0.0,624.0,1105.0,14.0,4.0,4.0,3.0,-2709.0,-2473.0,-6.0,5.0,8.0,8.0,0.0,-5194.0,-7858.0,-42.0,5.0,8.0,10.0,0
0,0.0,-466.0,-746.0,-17.0,1.0,3.0,2.0,1.0,1.0,1.0,-624.0,-1105.0,-14.0,3.0,7.0,4.0,2709.0,2473.0,6.0,8.0,23.0,5.0,1.0,5194.0,7858.0,42.0,10.0,28.0,5.0,1
1,0.0,-1328.0,-698.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,-3722.0,-1539.0,-4.0,0.0,0.0,5.0,-5061.0,-2484.0,3.0,2.0,7.0,8.0,0.0,-2300.0,-5529.0,16.0,8.0,26.0,14.0,0
0,1.0,1328.0,698.0,-5.0,3.0,3.0,0.0,0.0,1.0,1.0,3722.0,1539.0,4.0,5.0,6.0,0.0,5061.0,2484.0,-3.0,8.0,11.0,2.0,1.0,2300.0,5529.0,-16.0,14.0,26.0,8.0,1
1,0.0,1096.0,496.0,27.0,4.0,6.0,3.0,0.0,1.0,0.0,-1215.0,-610.0,28.0,4.0,6.0,6.0,-1039.0,411.0,36.0,10.0,13.0,10.0,1.0,2268.0,7228.0,46.0,15.0,24.0,10.0,1
0,1.0,-1096.0,-496.0,-27.0,3.0,5.0,4.0,1.0,0.0,1.0,1215.0,610.0,-28.0,6.0,12.0,4.0,1039.0,-411.0,-36.0,10.0,17.0,10.0,0.0,-2268.0,-7228.0,-46.0,10.0,17.0,15.0,0
1,0.0,-1767.0,-1566.0,-31.0,1.0,2.0,3.0,0.0,0.0,0.0,791.0,304.0,-16.0,6.0,11.0,3.0,20.0,358.0,2.0,11.0,20.0,8.0,1.0,9473.0,11427.0,81.0,25.0,53.0,9.0,1
0,1.0,1767.0,1566.0,31.0,3.0,1.0,1.0,1.0,1.0,1.0,-791.0,-304.0,16.0,3.0,1.0,6.0,-20.0,-358.0,-2.0,8.0,15.0,11.0,0.0,-9473.0,-11427.0,-81.0,9.0,17.0,25.0,0
1,0.0,-223.0,-306.0,-8.0,2.0,3.0,3.0,0.0,1.0,1.0,3123.0,2475.0,13.0,7.0,13.0,3.0,4759.0,3524.0,25.0,10.0,14.0,5.0,1.0,5238.0,6460.0,21.0,14.0,20.0,7.0,1
0,1.0,223.0,306.0,8.0,3.0,0.0,2.0,1.0,0.0,0.0,-3123.0,-2475.0,-13.0,3.0,0.0,7.0,-4759.0,-3524.0,-25.0,5.0,1.0,10.0,0.0,-5238.0,-6460.0,-21.0,7.0,6.0,14.0,0
1,1.0,-125.0,-779.0,-10.0,4.0,8.0,3.0,0.0,0.0,0.0,306.0,-773.0,-10.0,4.0,8.0,3.0,-91.0,-792.0,-26.0,5.0,11.0,3.0,0.0,-3696.0,-4506.0,-15.0,9.0,22.0,11.0,0
0,0.0,125.0,779.0,10.0,3.0,6.0,4.0,1.0,1.0,1.0,-306.0,773.0,10.0,3.0,6.0,4.0,91.0,792.0,26.0,3.0,6.0,5.0,1.0,3696.0,4506.0,15.0,11.0,25.0,9.0,1
1,0.0,1365.0,229.0,18.0,4.0,10.0,2.0,1.0,0.0,1.0,984.0,-733.0,28.0,4.0,10.0,4.0,5687.0,4257.0,70.0,12.0,28.0,7.0,1.0,12894.0,13838.0,138.0,19.0,47.0,7.0,1
0,1.0,-1365.0,-229.0,-18.0,2.0,3.0,4.0,0.0,1.0,0.0,-984.0,733.0,-28.0,4.0,5.0,4.0,-5687.0,-4257.0,-70.0,7.0,12.0,12.0,0.0,-12894.0,-13838.0,-138.0,7.0,12.0,19.0,0
1,0.0,-512.0,-607.0,-22.0,3.0,6.0,5.0,0.0,1.0,1.0,1094.0,608.0,-20.0,6.0,13.0,5.0,4972.0,5299.0,-6.0,14.0,35.0,6.0,1.0,4818.0,8734.0,-29.0,16.0,40.0,8.0,1
0,1.0,512.0,607.0,22.0,5.0,4.0,3.0,1.0,0.0,0.0,-1094.0,-608.0,20.0,5.0,4.0,6.0,-4972.0,-5299.0,6.0,6.0,6.0,14.0,0.0,-4818.0,-8734.0,29.0,8.0,11.0,17.0,0
1,1.0,1726.0,720.0,5.0,8.0,15.0,6.0,0.0,1.0,1.0,5352.0,2843.0,14.0,13.0,23.0,8.0,4357.0,1594.0,21.0,16.0,29.0,11.0,0.0,7819.0,7584.0,51.0,23.0,47.0,16.0,1
0,0.0,-1726.0,-720.0,-5.0,6.0,9.0,8.0,1.0,0.0,0.0,-5352.0,-2843.0,-14.0,8.0,9.0,13.0,-4357.0,-1594.0,-21.0,11.0,17.0,16.0,1.0,-7819.0,-7584.0,-51.0,16.0,32.0,23.0,0
1,0.0,-1152.0,-1413.0,-9.0,3.0,4.0,5.0,0.0,0.0,0.0,-2604.0,122.0,-22.0,6.0,7.0,7.0,-5783.0,-2724.0,-27.0,8.0,15.0,12.0,0.0,-8628.0,-8445.0,-30.0,8.0,15.0,17.0,0
0,1.0,1152.0,1413.0,9.0,5.0,9.0,3.0,1.0,1.0,1.0,2604.0,-122.0,22.0,7.0,11.0,6.0,5783.0,2724.0,27.0,12.0,29.0,8.0,0.0,8628.0,8445.0,30.0,17.0,44.0,8.0,1
1,1.0,1908.0,432.0,39.0,4.0,6.0,1.0,1.0,0.0,1.0,2030.0,-388.0,37.0,4.0,6.0,1.0,5166.0,2308.0,46.0,8.0,17.0,1.0,1.0,9280.0,8794.0,83.0,14.0,36.0,2.0,1
0,0.0,-1908.0,-432.0,-39.0,1.0,3.0,4.0,0.0,1.0,0.0,-2030.0,388.0,-37.0,1.0,3.0,4.0,-5166.0,-2308.0,-46.0,1.0,3.0,8.0,0.0,-9280.0,-8794.0,-83.0,2.0,6.0,14.0,0
1,0.0,-321.0,-1278.0,-17.0,2.0,2.0,2.0,1.0,0.0,0.0,-74.0,-432.0,4.0,3.0,3.0,3.0,-1073.0,1316.0,22.0,6.0,6.0,8.0,0.0,2750.0,6781.0,61.0,13.0,20.0,11.0,1
0,1.0,321.0,1278.0,17.0,2.0,2.0,2.0,0.0,1.0,1.0,74.0,432.0,-4.0,3.0,2.0,3.0,1073.0,-1316.0,-22.0,8.0,17.0,6.0,0.0,-2750.0,-6781.0,-61.0,11.0,24.0,13.0,0
1,1.0,598.0,-146.0,8.0,3.0,6.0,3.0,0.0,1.0,1.0,2306.0,-62.0,7.0,6.0,10.0,3.0,3511.0,693.0,13.0,11.0,20.0,5.0,1.0,7404.0,7168.0,33.0,15.0,32.0,5.0,1
0,0.0,-598.0,146.0,-8.0,3.0,4.0,3.0,1.0,0.0,0.0,-2306.0,62.0,-7.0,3.0,4.0,6.0,-3511.0,-693.0,-13.0,5.0,10.0,11.0,0.0,-7404.0,-7168.0,-33.0,5.0,10.0,15.0,0
1,1.0,123.0,-846.0,11.0,1.0,0.0,2.0,1.0,0.0,0.0,-2586.0,-3345.0,-4.0,1.0,0.0,6.0,-3726.0,-5164.0,-5.0,3.0,4.0,11.0,0.0,-5742.0,-8210.0,-43.0,3.0,4.0,14.0,0
0,0.0,-123.0,846.0,-11.0,2.0,2.0,1.0,0.0,1.0,1.0,2586.0,3345.0,4.0,6.0,9.0,1.0,3726.0,5164.0,5.0,11.0,21.0,3.0,1.0,5742.0,8210.0,43.0,14.0,25.0,3.0,1
1,0.0,-141.0,370.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,-1381.0,-1466.0,1.0,2.0,3.0,5.0,-6759.0,-7073.0,-24.0,2.0,3.0,13.0,0.0,-13043.0,-13273.0,-48.0,3.0,6.0,22.0,0
0,1.0,141.0,-370.0,-17.0,1.0,1.0,0.0,1.0,1.0,1.0,1381.0,1466.0,-1.0,5.0,11.0,2.0,6759.0,7073.0,24.0,13.0,32.0,2.0,0.0,13043.0,13273.0,48.0,22.0,56.0,3.0,1
1,0.0,235.0,-646.0,29.0,3.0,8.0,4.0,1.0,1.0,0.0,2399.0,688.0,33.0,7.0,16.0,4.0,659.0,-2091.0,29.0,7.0,16.0,6.0,1.0,2847.0,3720.0,59.0,12.0,28.0,9.0,1
0,1.0,-235.0,646.0,-29.0,4.0,9.0,3.0,0.0,0.0,1.0,-2399.0,-688.0,-33.0,4.0,9.0,7.0,-659.0,2091.0,-29.0,6.0,12.0,7.0,0.0,-2847.0,-3720.0,-59.0,9.0,20.0,12.0,0
1,1.0,-1133.0,-420.0,-9.0,3.0,4.0,5.0,0.0,1.0,1.0,1870.0,2083.0,22.0,8.0,16.0,7.0,4806.0,4573.0,38.0,13.0,28.0,8.0,0.0,9297.0,10231.0,35.0,19.0,45.0,8.0,1
0,0.0,1133.0,420.0,9.0,5.0,10.0,3.0,1.0,0.0,0.0,-1870.0,-2083.0,-22.0,7.0,17.0,8.0,-4806.0,-4573.0,-38.0,8.0,19.0,13.0,0.0,-9297.0,-10231.0,-35.0,8.0,19.0,19.0,0
1,0.0,-2203.0,-789.0,-31.0,0.0,0.0,3.0,0.0,0.0,0.0,-4880.0,-3012.0,-76.0,0.0,0.0,5.0,-5595.0,-1908.0,-60.0,0.0,0.0,5.0,0.0,-8551.0,-6742.0,-89.0,1.0,4.0,10.0,0
0,1.0,2203.0,789.0,31.0,3.0,4.0,0.0,1.0,1.0,1.0,4880.0,3012.0,76.0,5.0,6.0,0.0,5595.0,1908.0,60.0,5.0,6.0,0.0,1.0,8551.0,6742.0,89.0,10.0,15.0,1.0,1
1,0.0,-2818.0,-1227.0,-50.0,0.0,0.0,4.0,0.0,0.0,0.0,-4498.0,-3018.0,-72.0,0.0,0.0,5.0,-5197.0,-3081.0,-85.0,1.0,3.0,7.0,0.0,-10542.0,-11746.0,-134.0,4.0,12.0,15.0,0
0,1.0,2818.0,1227.0,50.0,4.0,10.0,0.0,1.0,1.0,1.0,4498.0,3018.0,72.0,5.0,11.0,0.0,5197.0,3081.0,85.0,7.0,14.0,1.0,1.0,10542.0,11746.0,134.0,15.0,36.0,4.0,1
1,1.0,1013.0,787.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,5462.0,3842.0,40.0,7.0,9.0,1.0,8240.0,5735.0,66.0,8.0,10.0,1.0,0.0,12205.0,14426.0,101.0,11.0,18.0,1.0,1
0,0.0,-1013.0,-787.0,-36.0,1.0,0.0,1.0,0.0,0.0,0.0,-5462.0,-3842.0,-40.0,1.0,0.0,7.0,-8240.0,-5735.0,-66.0,1.0,0.0,8.0,0.0,-12205.0,-14426.0,-101.0,1.0,0.0,11.0,0
1,1.0,3449.0,1788.0,34.0,5.0,12.0,1.0,1.0,1.0,0.0,2234.0,413.0,23.0,5.0,12.0,3.0,3710.0,-559.0,37.0,7.0,17.0,5.0,1.0,4332.0,1239.0,47.0,8.0,20.0,5.0,1
0,0.0,-3449.0,-1788.0,-34.0,0.0,0.0,5.0,0.0,0.0,1.0,-2234.0,-413.0,-23.0,2.0,3.0,5.0,-3710.0,559.0,-37.0,4.0,8.0,7.0,0.0,-4332.0,-1239.0,-47.0,4.0,8.0,8.0,0
1,0.0,-1401.0,-1000.0,-28.0,1.0,0.0,2.0,0.0,1.0,0.0,-2036.0,-1655.0,-28.0,1.0,0.0,2.0,-3078.0,-727.0,-30.0,1.0,0.0,4.0,0.0,-3259.0,-527.0,-17.0,2.0,3.0,7.0,0
0,1.0,1401.0,1000.0,28.0,2.0,4.0,1.0,1.0,0.0,1.0,2036.0,1655.0,28.0,2.0,4.0,1.0,3078.0,727.0,30.0,4.0,5.0,1.0,1.0,3259.0,527.0,17.0,7.0,10.0,2.0,1
1,0.0,-78.0,239.0,-5.0,2.0,3.0,1.0,0.0,0.0,1.0,-347.0,-563.0,-36.0,4.0,7.0,1.0,260.0,944.0,-20.0,7.0,14.0,4.0,0.0,985.0,-561.0,-20.0,7.0,14.0,4.0,0
0,1.0,78.0,-239.0,5.0,1.0,0.0,2.0,1.0,1.0,0.0,347.0,563.0,36.0,1.0,0.0,4.0,-260.0,-944.0,20.0,4.0,6.0,7.0,1.0,-985.0,561.0,20.0,4.0,6.0,7.0,1
1,0.0,-246.0,-62.0,3.0,3.0,6.0,3.0,1.0,1.0,0.0,-2662.0,-2310.0,9.0,4.0,7.0,8.0,-1664.0,-802.0,33.0,8.0,15.0,11.0,0.0,-656.0,-1697.0,49.0,11.0,25.0,13.0,0
0,1.0,246.0,62.0,-3.0,3.0,5.0,3.0,0.0,0.0,1.0,2662.0,2310.0,-9.0,8.0,15.0,4.0,1664.0,802.0,-33.0,11.0,22.0,8.0,1.0,656.0,1697.0,-49.0,13.0,25.0,11.0,1
1,1.0,1206.0,451.0,-3.0,3.0,4.0,0.0,1.0,1.0,1.0,2296.0,2485.0,30.0,4.0,6.0,1.0,2791.0,2350.0,31.0,8.0,15.0,3.0,0.0,2884.0,4692.0,54.0,10.0,21.0,5.0,0
0,0.0,-1206.0,-451.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,-2296.0,-2485.0,-30.0,1.0,2.0,5.0,-2791.0,-2350.0,-31.0,3.0,5.0,9.0,1.0,-2884.0,-4692.0,-54.0,5.0,12.0,11.0,1
1,0.0,-448.0,-1001.0,-25.0,0.0,0.0,0.0,0.0,1.0,1.0,905.0,556.0,1.0,3.0,3.0,2.0,1742.0,-547.0,-2.0,3.0,3.0,2.0,1.0,4829.0,4647.0,28.0,7.0,14.0,4.0,1
0,1.0,448.0,1001.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,-905.0,-556.0,-1.0,2.0,1.0,3.0,-1742.0,547.0,2.0,2.0,1.0,3.0,0.0,-4829.0,-4647.0,-28.0,4.0,7.0,7.0,0
1,0.0,-139.0,-427.0,-5.0,0.0,0.0,0.0,1.0,1.0,0.0,-98.0,234.0,41.0,0.0,0.0,2.0,-2269.0,-2736.0,11.0,0.0,0.0,4.0,0.0,-2870.0,473.0,8.0,1.0,0.0,5.0,0
0,1.0,139.0,427.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0,-234.0,-41.0,2.0,4.0,0.0,2269.0,2736.0,-11.0,4.0,8.0,0.0,1.0,2870.0,-473.0,-8.0,5.0,11.0,1.0,1
1,1.0,588.0,-276.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,918.0,1148.0,21.0,2.0,2.0,2.0,-396.0,2065.0,25.0,6.0,11.0,6.0,1.0,-2841.0,-3759.0,11.0,9.0,20.0,13.0,0
0,0.0,-588.0,276.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-918.0,-1148.0,-21.0,2.0,1.0,2.0,396.0,-2065.0,-25.0,6.0,12.0,6.0,0.0,2841.0,3759.0,-11.0,13.0,28.0,9.0,1
1,1.0,-359.0,144.0,29.0,4.0,6.0,5.0,1.0,1.0,0.0,-1069.0,285.0,37.0,4.0,6.0,7.0,-3486.0,-1020.0,27.0,5.0,7.0,11.0,0.0,-2398.0,863.0,36.0,8.0,17.0,13.0,0
0,0.0,359.0,-144.0,-29.0,5.0,10.0,4.0,0.0,0.0,1.0,1069.0,-285.0,-37.0,7.0,12.0,4.0,3486.0,1020.0,-27.0,11.0,24.0,5.0,1.0,2398.0,-863.0,-36.0,13.0,31.0,8.0,1
1,0.0,1043.0,408.0,7.0,2.0,3.0,1.0,0.0,1.0,1.0,2826.0,241.0,19.0,4.0,5.0,2.0,2955.0,-1684.0,16.0,4.0,5.0,3.0,0.0,-41.0,-8686.0,-15.0,5.0,6.0,7.0,0
0,1.0,-1043.0,-408.0,-7.0,1.0,2.0,2.0,1.0,0.0,0.0,-2826.0,-241.0,-19.0,2.0,5.0,4.0,-2955.0,1684.0,-16.0,3.0,6.0,4.0,1.0,41.0,8686.0,15.0,7.0,17.0,5.0,1
1,0.0,-214.0,-728.0,1.0,2.0,3.0,4.0,0.0,1.0,1.0,898.0,363.0,25.0,5.0,8.0,6.0,-3700.0,-4909.0,-42.0,5.0,8.0,9.0,0.0,-7300.0,-13711.0,-74.0,5.0,8.0,14.0,0
0,1.0,214.0,728.0,-1.0,3.0,2.0,2.0,1.0,0.0,0.0,-898.0,-363.0,-25.0,5.0,6.0,5.0,3700.0,4909.0,42.0,8.0,14.0,5.0,1.0,7300.0,13711.0,74.0,13.0,30.0,5.0,1
1,0.0,1737.0,1160.0,9.0,4.0,8.0,1.0,0.0,1.0,1.0,1450.0,1609.0,9.0,5.0,10.0,3.0,5358.0,5639.0,23.0,11.0,24.0,5.0,0.0,14740.0,17697.0,97.0,21.0,51.0,6.0,1
0,1.0,-1737.0,-1160.0,-9.0,1.0,2.0,4.0,1.0,0.0,0.0,-1450.0,-1609.0,-9.0,3.0,4.0,5.0,-5358.0,-5639.0,-23.0,5.0,9.0,11.0,0.0,-14740.0,-17697.0,-97.0,5.0,9.0,21.0,0
1,0.0,245.0,-24.0,8.0,1.0,2.0,1.0,0.0,1.0,0.0,-32.0,-189.0,-8.0,1.0,2.0,1.0,-1619.0,-1297.0,-50.0,4.0,12.0,6.0,0.0,-1668.0,-4241.0,-56.0,9.0,24.0,13.0,0
0,1.0,-245.0,24.0,-8.0,1.0,1.0,1.0,1.0,0.0,1.0,32.0,189.0,8.0,1.0,1.0,1.0,1619.0,1297.0,50.0,6.0,19.0,4.0,1.0,1668.0,4241.0,56.0,13.0,40.0,9.0,1
1,0.0,240.0,-323.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,-120.0,-1463.0,-9.0,4.0,4.0,4.0,2152.0,-1153.0,0.0,6.0,9.0,5.0,1.0,5066.0,3366.0,17.0,8.0,12.0,5.0,1
0,1.0,-240.0,323.0,-9.0,3.0,2.0,3.0,0.0,0.0,0.0,120.0,1463.0,9.0,4.0,4.0,4.0,-2152.0,1153.0,0.0,5.0,5.0,6.0,0.0,-5066.0,-3366.0,-17.0,5.0,5.0,8.0,0
1,0.0,73.0,556.0,-13.0,2.0,4.0,2.0,0.0,0.0,1.0,-1746.0,-1298.0,-45.0,3.0,7.0,6.0,731.0,455.0,-42.0,8.0,20.0,9.0,0.0,892.0,-1647.0,-63.0,10.0,26.0,10.0,0
0,1.0,-73.0,-556.0,13.0,2.0,4.0,2.0,1.0,1.0,0.0,1746.0,1298.0,45.0,6.0,12.0,3.0,-731.0,-455.0,42.0,9.0,16.0,8.0,1.0,-892.0,1647.0,63.0,10.0,19.0,10.0,1
1,0.0,-1198.0,-959.0,-31.0,0.0,0.0,1.0,0.0,1.0,0.0,1002.0,1802.0,-32.0,6.0,4.0,2.0,-1297.0,-371.0,-32.0,7.0,4.0,5.0,1.0,-3335.0,924.0,-33.0,11.0,16.0,12.0,0
0,1.0,1198.0,959.0,31.0,1.0,1.0,0.0,1.0,0.0,1.0,-1002.0,-1802.0,32.0,2.0,2.0,6.0,1297.0,371.0,32.0,5.0,9.0,7.0,0.0,3335.0,-924.0,33.0,12.0,27.0,11.0,1
1,1.0,-85.0,305.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,282.0,561.0,8.0,2.0,3.0,0.0,326.0,-394.0,7.0,6.0,10.0,3.0,0.0,-1978.0,-6282.0,-19.0,9.0,16.0,8.0,0
0,0.0,85.0,-305.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-282.0,-561.0,-8.0,0.0,0.0,2.0,-326.0,394.0,-7.0,3.0,5.0,6.0,1.0,1978.0,6282.0,19.0,8.0,17.0,9.0,1
1,1.0,-91.0,438.0,25.0,1.0,0.0,2.0,1.0,1.0,1.0,489.0,657.0,50.0,2.0,1.0,3.0,3689.0,4471.0,93.0,7.0,13.0,5.0,1.0,11971.0,11456.0,146.0,16.0,34.0,5.0,1
0,0.0,91.0,-438.0,-25.0,2.0,3.0,1.0,0.0,0.0,0.0,-489.0,-657.0,-50.0,3.0,4.0,2.0,-3689.0,-4471.0,-93.0,5.0,8.0,7.0,0.0,-11971.0,-11456.0,-146.0,5.0,8.0,16.0,0
1,0.0,-2288.0,-610.0,-35.0,1.0,1.0,4.0,1.0,0.0,0.0,-2818.0,-90.0,-47.0,4.0,4.0,7.0,-3277.0,390.0,-56.0,6.0,8.0,8.0,0.0,-11303.0,-8406.0,-100.0,8.0,13.0,18.0,0
0,1.0,2288.0,610.0,35.0,4.0,11.0,1.0,0.0,1.0,1.0,2818.0,90.0,47.0,7.0,16.0,4.0,3277.0,-390.0,56.0,8.0,16.0,6.0,1.0,11303.0,8406.0,100.0,18.0,46.0,8.0,1
1,0.0,-68.0,-960.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,-1193.0,-2568.0,-3.0,0.0,0.0,2.0,-338.0,-2441.0,-11.0,1.0,1.0,3.0,1.0,-3381.0,-2050.0,-46.0,1.0,1.0,4.0,1
0,1.0,68.0,960.0,-4.0,0.0,0.0,0.0,1.0,1.0,0.0,1193.0,2568.0,3.0,2.0,3.0,0.0,338.0,2441.0,11.0,3.0,6.0,1.0,0.0,3381.0,2050.0,46.0,4.0,7.0,1.0,0
1,0.0,123.0,-316.0,1.0,3.0,6.0,3.0,0.0,0.0,0.0,871.0,528.0,-13.0,6.0,11.0,3.0,-5119.0,-4854.0,-32.0,6.0,11.0,11.0,0.0,-10226.0,-15174.0,-85.0,7.0,14.0,23.0,0
0,1.0,-123.0,316.0,-1.0,3.0,5.0,3.0,1.0,1.0,1.0,-871.0,-528.0,13.0,3.0,5.0,6.0,5119.0,4854.0,32.0,11.0,28.0,6.0,1.0,10226.0,15174.0,85.0,23.0,51.0,7.0,1
1,1.0,3157.0,871.0,-22.0,8.0,21.0,1.0,0.0,0.0,1.0,5458.0,1390.0,2.0,10.0,25.0,2.0,7633.0,3492.0,25.0,14.0,28.0,2.0,1.0,6355.0,145.0,38.0,17.0,36.0,6.0,1
0,0.0,-3157.0,-871.0,22.0,1.0,4.0,8.0,1.0,1.0,0.0,-5458.0,-1390.0,-2.0,2.0,7.0,10.0,-7633.0,-3492.0,-25.0,2.0,7.0,14.0,0.0,-6355.0,-145.0,-38.0,6.0,19.0,17.0,0
1,0.0,-2889.0,-800.0,-35.0,1.0,1.0,5.0,1.0,1.0,0.0,-3050.0,999.0,-22.0,3.0,5.0,5.0,-2657.0,2436.0,-27.0,5.0,7.0,5.0,0.0,-7900.0,-6748.0,-79.0,5.0,7.0,10.0,0
0,1.0,2889.0,800.0,35.0,5.0,8.0,1.0,0.0,0.0,1.0,3050.0,-999.0,22.0,5.0,8.0,3.0,2657.0,-2436.0,27.0,5.0,8.0,5.0,0.0,7900.0,6748.0,79.0,10.0,18.0,5.0,1
1,1.0,609.0,-161.0,8.0,2.0,2.0,1.0,0.0,1.0,0.0,-308.0,-1628.0,22.0,2.0,2.0,4.0,-3536.0,-4209.0,-1.0,5.0,9.0,12.0,0.0,-7519.0,-10577.0,-20.0,6.0,9.0,19.0,0
0,0.0,-609.0,161.0,-8.0,1.0,1.0,2.0,1.0,0.0,1.0,308.0,1628.0,-22.0,4.0,6.0,2.0,3536.0,4209.0,1.0,12.0,27.0,5.0,0.0,7519.0,10577.0,20.0,19.0,44.0,6.0,1
1,1.0,2817.0,2869.0,63.0,5.0,10.0,2.0,1.0,1.0,1.0,4653.0,3991.0,106.0,7.0,13.0,4.0,7609.0,8059.0,139.0,11.0,20.0,5.0,0.0,14883.0,16286.0,153.0,25.0,45.0,8.0,1
0,0.0,-2817.0,-2869.0,-63.0,2.0,6.0,5.0,0.0,0.0,0.0,-4653.0,-3991.0,-106.0,4.0,10.0,7.0,-7609.0,-8059.0,-139.0,5.0,14.0,11.0,0.0,-14883.0,-16286.0,-153.0,8.0,25.0,25.0,0
1,0.0,1226.0,-386.0,-10.0,5.0,12.0,3.0,1.0,0.0,1.0,1259.0,317.0,0.0,8.0,21.0,6.0,505.0,1585.0,26.0,10.0,25.0,9.0,1.0,-1121.0,910.0,21.0,12.0,29.0,14.0,1
0,1.0,-1226.0,386.0,10.0,3.0,4.0,5.0,0.0,1.0,0.0,-1259.0,-317.0,0.0,6.0,10.0,8.0,-505.0,-1585.0,-26.0,9.0,21.0,10.0,0.0,1121.0,-910.0,-21.0,14.0,31.0,12.0,0
1,1.0,1666.0,1303.0,36.0,1.0,3.0,0.0,1.0,1.0,1.0,1592.0,1173.0,37.0,3.0,5.0,3.0,64.0,-1257.0,37.0,8.0,15.0,10.0,1.0,2938.0,-843.0,42.0,15.0,33.0,15.0,1
0,0.0,-1666.0,-1303.0,-36.0,0.0,0.0,1.0,0.0,0.0,0.0,-1592.0,-1173.0,-37.0,3.0,4.0,3.0,-64.0,1257.0,-37.0,10.0,25.0,8.0,0.0,-2938.0,843.0,-42.0,15.0,40.0,15.0,0
1,0.0,-2633.0,-704.0,-35.0,1.0,0.0,6.0,0.0,0.0,0.0,-5815.0,-3476.0,-81.0,4.0,3.0,11.0,-7840.0,-7602.0,-117.0,8.0,17.0,18.0,0.0,-13520.0,-16600.0,-162.0,12.0,22.0,29.0,0
0,1.0,2633.0,704.0,35.0,6.0,7.0,1.0,1.0,1.0,1.0,5815.0,3476.0,81.0,11.0,10.0,4.0,7840.0,7602.0,117.0,18.0,28.0,8.0,0.0,13520.0,16600.0,162.0,29.0,63.0,12.0,1
